at,total,in_stock,out_of_stock,bambu_in_stock,polymaker_in_stock
2026-08-18T16:46:29+00:00,566,445,121,275,170
2026-08-18T17:39:26+00:00,566,444,122,274,170
2026-08-18T18:53:22+00:00,566,444,122,274,170
2026-08-18T19:35:41+00:00,566,444,122,274,170
2026-08-18T20:36:17+00:00,566,443,123,274,169
2026-08-18T21:34:54+00:00,566,443,123,274,169
2026-08-18T22:37:02+00:00,566,441,125,273,168
2026-08-18T23:32:44+00:00,566,441,125,273,168
2026-08-19T01:49:18+00:00,566,440,126,272,168
2026-08-19T03:07:47+00:00,566,440,126,272,168
2026-08-19T04:48:07+00:00,566,440,126,272,168
2026-08-19T05:42:18+00:00,566,440,126,272,168
2026-08-19T07:02:34+00:00,566,440,126,272,168
2026-08-19T07:50:49+00:00,566,439,127,271,168
2026-08-19T08:52:12+00:00,566,439,127,271,168
2026-08-19T09:45:35+00:00,566,439,127,271,168
2026-08-19T10:41:44+00:00,566,439,127,271,168
2026-08-19T11:35:36+00:00,566,439,127,271,168
2026-08-19T13:05:23+00:00,566,439,127,271,168
2026-08-19T13:55:20+00:00,566,439,127,271,168
2026-08-19T14:48:31+00:00,566,439,127,271,168
2026-08-19T15:42:30+00:00,566,439,127,271,168
2026-08-19T16:43:18+00:00,566,439,127,271,168
2026-08-19T17:37:06+00:00,566,439,127,271,168
2026-08-19T18:50:24+00:00,566,438,128,271,167
2026-08-19T19:34:48+00:00,566,438,128,271,167
2026-08-19T20:40:49+00:00,566,438,128,271,167
2026-08-19T21:36:10+00:00,566,438,128,271,167
2026-08-19T22:36:41+00:00,566,438,128,271,167
2026-08-19T23:33:10+00:00,566,438,128,271,167
2026-08-20T01:48:16+00:00,566,438,128,271,167
2026-08-20T03:06:52+00:00,566,438,128,271,167
2026-08-20T03:57:04+00:00,566,438,128,271,167
2026-08-20T04:48:48+00:00,566,438,128,271,167
2026-08-20T05:41:49+00:00,566,438,128,271,167
2026-08-20T07:02:12+00:00,566,438,128,271,167
2026-08-20T07:52:56+00:00,566,438,128,271,167
2026-08-20T08:52:58+00:00,566,439,127,272,167
2026-08-20T09:46:46+00:00,566,439,127,272,167
2026-08-20T10:43:22+00:00,566,439,127,272,167
2026-08-20T11:37:17+00:00,566,439,127,272,167
2026-08-20T13:07:48+00:00,566,439,127,272,167
2026-08-20T14:50:58+00:00,566,442,124,275,167
2026-08-20T15:46:15+00:00,566,441,125,274,167
2026-08-20T16:47:55+00:00,566,441,125,274,167
2026-08-20T17:40:52+00:00,566,441,125,274,167
2026-08-20T18:55:52+00:00,566,443,123,276,167
2026-08-20T19:40:22+00:00,566,443,123,276,167
2026-08-20T20:41:17+00:00,566,443,123,276,167
2026-08-20T21:38:21+00:00,566,443,123,276,167
2026-08-20T22:40:12+00:00,566,443,123,276,167
2026-08-20T23:36:12+00:00,566,443,123,276,167
2026-08-21T01:54:26+00:00,566,443,123,276,167
2026-08-21T03:13:00+00:00,566,443,123,276,167
2026-08-21T04:50:23+00:00,566,442,124,275,167
2026-08-21T05:44:43+00:00,566,442,124,275,167
2026-08-21T07:03:39+00:00,566,442,124,275,167
2026-08-21T07:53:31+00:00,566,442,124,275,167
2026-08-21T08:54:33+00:00,566,442,124,275,167
2026-08-21T09:48:57+00:00,566,442,124,275,167
2026-08-21T10:42:49+00:00,566,442,124,275,167
2026-08-21T11:36:36+00:00,566,442,124,275,167
2026-08-21T13:07:22+00:00,566,441,125,275,166
2026-08-21T13:57:17+00:00,566,441,125,275,166
2026-08-21T14:49:32+00:00,566,441,125,275,166
2026-08-21T15:45:08+00:00,566,441,125,275,166
2026-08-21T16:48:20+00:00,566,440,126,274,166
2026-08-21T17:39:35+00:00,566,440,126,274,166
2026-08-21T18:52:09+00:00,566,440,126,274,166
2026-08-21T19:33:45+00:00,566,439,127,274,165
2026-08-21T20:36:36+00:00,566,439,127,274,165
2026-08-21T21:35:19+00:00,566,439,127,274,165
2026-08-21T22:36:43+00:00,566,440,126,275,165
2026-08-21T23:34:49+00:00,566,440,126,275,165
2026-08-22T01:47:15+00:00,566,440,126,275,165
2026-08-22T03:04:25+00:00,566,440,126,275,165
2026-08-22T03:52:54+00:00,566,440,126,275,165
2026-08-22T04:45:18+00:00,566,440,126,275,165
2026-08-22T05:38:22+00:00,566,440,126,275,165
2026-08-22T06:56:17+00:00,566,440,126,275,165
2026-08-22T07:41:14+00:00,566,440,126,275,165
2026-08-22T08:44:48+00:00,566,440,126,275,165
2026-08-22T09:37:38+00:00,566,440,126,275,165
2026-08-22T10:36:21+00:00,566,440,126,275,165
2026-08-22T11:31:37+00:00,566,440,126,275,165
2026-08-22T12:57:08+00:00,566,440,126,275,165
2026-08-22T13:40:25+00:00,566,440,126,275,165
2026-08-22T14:34:09+00:00,566,440,126,275,165
2026-08-22T15:32:13+00:00,566,439,127,275,164
2026-08-22T16:36:49+00:00,566,439,127,275,164
2026-08-22T17:32:33+00:00,566,438,128,275,163
2026-08-22T18:46:03+00:00,566,436,130,274,162
2026-08-22T19:31:34+00:00,566,436,130,274,162
2026-08-22T20:35:29+00:00,566,436,130,274,162
2026-08-22T21:32:48+00:00,566,436,130,274,162
2026-08-22T22:34:50+00:00,566,436,130,274,162
2026-08-22T23:31:59+00:00,566,436,130,274,162
2026-08-23T01:56:49+00:00,566,436,130,274,162
2026-08-23T03:12:44+00:00,566,435,131,274,161
2026-08-23T04:48:35+00:00,566,435,131,274,161
2026-08-23T05:40:03+00:00,566,435,131,274,161
2026-08-23T06:57:35+00:00,566,435,131,274,161
2026-08-23T07:43:29+00:00,566,435,131,274,161
2026-08-23T09:38:27+00:00,566,435,131,274,161
2026-08-23T10:35:56+00:00,566,435,131,274,161
2026-08-23T11:31:43+00:00,566,435,131,274,161
2026-08-23T12:58:37+00:00,566,435,131,274,161
2026-08-23T13:41:53+00:00,566,435,131,274,161
2026-08-23T14:35:21+00:00,566,435,131,274,161
2026-08-23T15:33:27+00:00,566,435,131,274,161
2026-08-23T16:38:10+00:00,566,435,131,274,161
2026-08-23T17:31:38+00:00,566,435,131,274,161
2026-08-23T18:45:01+00:00,566,434,132,274,160
2026-08-23T19:31:14+00:00,566,433,133,274,159
2026-08-23T20:35:31+00:00,566,432,134,273,159
2026-08-23T21:32:45+00:00,566,432,134,273,159
2026-08-23T22:34:28+00:00,566,432,134,273,159
2026-08-23T23:32:12+00:00,566,432,134,273,159
2026-08-24T01:54:23+00:00,566,432,134,273,159
2026-08-24T03:13:27+00:00,566,432,134,273,159
2026-08-24T04:57:17+00:00,566,432,134,273,159
2026-08-24T05:49:52+00:00,566,432,134,273,159
2026-08-24T07:15:57+00:00,566,432,134,273,159
2026-08-24T09:00:40+00:00,566,432,134,273,159
2026-08-24T09:58:59+00:00,566,432,134,273,159
2026-08-24T10:49:47+00:00,566,432,134,273,159
2026-08-24T11:39:01+00:00,566,432,134,273,159
2026-08-24T13:09:35+00:00,566,432,134,273,159
2026-08-24T14:55:36+00:00,566,431,135,273,158
2026-08-24T15:51:46+00:00,566,431,135,273,158
2026-08-24T16:51:45+00:00,566,431,135,273,158
2026-08-24T17:42:01+00:00,566,431,135,273,158
2026-08-24T18:55:05+00:00,566,431,135,273,158
2026-08-24T19:39:01+00:00,566,431,135,273,158
2026-08-24T20:44:35+00:00,566,431,135,273,158
2026-08-24T21:40:11+00:00,566,431,135,273,158
2026-08-24T22:39:36+00:00,566,431,135,273,158
2026-08-24T23:31:37+00:00,566,431,135,273,158
2026-08-25T01:48:30+00:00,566,431,135,273,158
2026-08-25T03:09:20+00:00,566,431,135,273,158
2026-08-25T04:49:54+00:00,566,431,135,273,158
2026-08-25T05:43:25+00:00,566,431,135,273,158
2026-08-25T07:04:38+00:00,566,431,135,273,158
2026-08-25T07:55:38+00:00,566,431,135,273,158
2026-08-25T08:56:17+00:00,566,431,135,273,158
2026-08-25T09:47:56+00:00,566,431,135,273,158
2026-08-25T10:45:42+00:00,566,431,135,273,158
2026-08-25T11:38:00+00:00,566,431,135,273,158
2026-08-25T13:07:38+00:00,566,431,135,273,158
2026-08-25T14:03:07+00:00,566,431,135,273,158
2026-08-25T14:59:35+00:00,566,431,135,273,158
2026-08-25T15:55:12+00:00,566,431,135,273,158
2026-08-25T16:51:36+00:00,566,433,133,275,158
2026-08-25T17:42:24+00:00,566,429,137,271,158
2026-08-25T18:53:52+00:00,566,429,137,271,158
2026-08-25T19:41:27+00:00,566,428,138,270,158
2026-08-25T20:41:10+00:00,566,427,139,269,158
2026-08-25T21:38:52+00:00,566,427,139,269,158
2026-08-25T22:40:33+00:00,566,427,139,269,158
2026-08-25T23:34:32+00:00,566,427,139,269,158
2026-08-26T01:54:56+00:00,566,427,139,269,158
2026-08-26T03:15:17+00:00,566,427,139,269,158
2026-08-26T04:52:04+00:00,566,427,139,269,158
2026-08-26T05:46:18+00:00,566,427,139,269,158
2026-08-26T07:04:43+00:00,566,427,139,269,158
2026-08-26T07:56:25+00:00,566,427,139,269,158
2026-08-26T08:58:45+00:00,566,427,139,269,158
2026-08-26T09:54:10+00:00,566,427,139,269,158
2026-08-26T10:48:41+00:00,566,427,139,269,158
2026-08-26T11:39:49+00:00,566,427,139,269,158
2026-08-26T13:11:54+00:00,566,427,139,269,158
2026-08-26T14:58:09+00:00,566,427,139,269,158
2026-08-26T16:32:59+00:00,566,427,139,269,158
2026-08-26T19:16:55+00:00,566,426,140,268,158
